15/01/2024,PREGNOLIN,,,,,,,,,,,,,
15/01/2024,MICROGYNON LIBI PIL KB,SARI KURMA AL-JAZIRA,TEMPRA FORTE SYR 60 ML,ESTER C ISI 4,VITALONG C 4 TAB,KLODERMA OINT 5 GR,,,,,,,,
15/01/2024,HELTISKIN 5 GR,BODREXIN FLU BATUK SYRUP,,,,,,,,,,,,
15/01/2024,OMEPRAZOLE 20 MG,"DEXAMETHASONE 0,5 MG HARSEN",BIOLYSIN SY 100 ML,,,,,,,,,,,
15/01/2024,MICROFINE,GLIMEPIRIDE 2 (DEXA),GLIKOS 500 MG,,,,,,,,,,,
15/01/2024,TENSI OMRON HEM 7156-A,,,,,,,,,,,,,
16/01/2024,TRICLOFEM,BETADINE 5 ML,TEMPRA SYR 60 ML,INFUS SET (TERUMO),BETAHISTINE 6 MG (DEXA),MKP CAP LANG 30 ML,ASAM MEF (HJ),SABUN ASEPSO REGULER,INCIDAL OD STRIP,,,,,
16/01/2024,SAGESTAM CR,BURNAZIN PLUS 25 GR,,,,,,,,,,,,
16/01/2024,SALBUTAMOL 4 MG,RANITIDIN 150 MG,VOSEA TAB,,,,,,,,,,,
16/01/2024,COMBANTRIN CAIR,"DEXA-M 0,75 MG",PRONICY,,,,,,,,,,,
16/01/2024,GENALTEN CR,KLODERMA OINT 5 GR,ALPARA TAB,MUCOHEXIN TAB,,,,,,,,,,
16/01/2024,MADU ZEST,KETOCONAZOLE CR 10 GR (DEXA),,,,,,,,,,,,
16/01/2024,POLIDENT 60 GR,RAMIPRIL 5 MG,CAVICUR TAB,LERZIN KAPS,ALPARA TAB,FLAMAR 50 MG,FUROSEMIDE (SPRNDO),OMEPRAZOLE 20 MG,,,,,,
16/01/2024,CETIRIZINE 10 MG (NULAB),SANADRYL DMP SY 60 ML,ALLETROL TTS MATA,,,,,,,,,,,
16/01/2024,SOLDEXTAM,FLUTAMOL TAB,ITRABAT SY 60 ML,"DEXAMETHASONE 0,5 MG HARSEN",KETOROLAC 10 MG (NOVELL),,,,,,,,,
16/01/2024,AMLODIPINE 10 MG (HJ),KETOROLAC 10 MG (NOVELL),,,,,,,,,,,,
16/01/2024,LISINOPRIL 10MG,"FARGOXIN 0,25 MG",NITROKAF RETARD,FUROSEMIDE (YRND),SPIRONOLACTON 25 MG,,,,,,,,,
16/01/2024,ENERVON C 4 TAB,GRAFADON 500 MG,BYE BYE FEVER BAYI,,,,,,,,,,,
16/01/2024,RENADINAC 50 MG,HUFRALGIN,,,,,,,,,,,,
16/01/2024,SALICYL CHELSEA,PK (KECIL),PIROXICAM 20 MG,HUFANEURON,"MOLACORT 0,75 MG",,,,,,,,,
16/01/2024,COMBANTRIN TAB 250,HUFAGRIP PILEK SY 60 ML,MICROGYNON LIBI PIL KB,INCIDAL OD STRIP,MADU TJ MURNI 150 GR,DEXTEEM PLUS,METFORMIN 500 MG,ETABION,BECOM-ZET,,,,,
16/01/2024,OBH COMBI ANAK STRAW 60 ML,SANMOL SY 60 ML,BODREX FLU DAN BATUK BIRU,GRAFADON 500 MG,SPIRONOLACTON 25 MG,CAPTOPRIL 25 MG (ERT),GASTRUCID SY 60 ML,AMBROXOL 15 MG SYR (ERELA),FLUTAMOL TAB,,,,,
16/01/2024,SPUIT 10 CC TERUMO,MICROPORE KECIL,ABOCATH NO 24,INFUS SET (TERUMO),,,,,,,,,,
16/01/2024,BODREXIN,ROHTO COOL TTS MATA,TRIFAMYCETIN CR 10 GR,GLIMEPIRIDE 4 (DEXA),LERZIN KAPS,,,,,,,,,
16/01/2024,ICHTIOL SALEP,FITKOM TAB JERUK,,,,,,,,,,,,
16/01/2024,ESTER C ISI 4,,,,,,,,,,,,,
16/01/2024,GASTRUCID TAB,LOKEV,PACETIK 500 MG,ALPHAMOL 600 MG,RENADINAC 50 MG,PROMAG CAIR,DOLOLICOBION,"MOLACORT 0,75 MG",,,,,,
16/01/2024,OMEPRAZOLE 20 MG,VIT C IPI,,,,,,,,,,,,
16/01/2024,NACL 100 ML (ECOSOL),,,,,,,,,,,,,
16/01/2024,LORATADIN NOVEL,TRIAMCINOLONE 4 MG,,,,,,,,,,,,
16/01/2024,SIMVASTATIN 20 MG (BERNO),RAMIPRIL 5 MG,INFALGIN 500 MG,CETIRIZINE 10 MG (NOVELL),,,,,,,,,,
16/01/2024,HYPAFIX 5 CM X 1 M,LOMATULL H,KASSA STERIL INDOLAB,,,,,,,,,,,
16/01/2024,RAMIPRIL 5 MG,SIMVASTATIN 20 MG,,,,,,,,,,,,
16/01/2024,METYL PRED 4 MG (DEXA),ALPARA TAB,,,,,,,,,,,,
16/01/2024,VOLTADEX 50 MG,PIROXICAM 20 MG,REGUMEN TAB,GENTAMICIN CR 5 GR (KF),RIVANOL 300 ML,"DEXAMETHASONE 0,5 MG HARSEN",,,,,,,,
16/01/2024,PLOSSA,COOLING 5 PLUS (ORANGE),PANADOL COLD & FLU (HIJAU),BREAST PUMP MAMI,MOLEXFLU,HUFADIN,TALERGI,,,,,,,
16/01/2024,OVISKIN CR 10 GR,,,,,,,,,,,,,
16/01/2024,LATIBET 5 MG,ONE MED PPTEST,COHISTAN SY 60 ML,PARACETAMOL 500 MG MEF,MIRASIC 500 MG,SALBUTAMOL 4 MG,,,,,,,,
16/01/2024,NEXITRA 500MG,TILUNG KAPS,MADU TJ MURNI 150 GR,CETIRIZINE 10 MG (NOVELL),GLIMEPIRIDE 1 (DEXA),FUROSEMIDE (YRND),"DEXAMETHASONE 0,75 MG HARSEN",,,,,,,
16/01/2024,CAVIPLEX TAB,HUFAMAG PLUS TAB,VOLTADEX 50 MG,AMLODIPINE 10 MG (BERNO),"DEXA-M 0,75 MG",,,,,,,,,
16/01/2024,LICOKALK,VIT B COMPLEX (KF),PARACETAMOL 500 MG (ERTKF),,,,,,,,,,,
16/01/2024,MUCOS DROPS,,,,,,,,,,,,,
16/01/2024,VIT B12,METFORMIN 500 MG,,,,,,,,,,,,
16/01/2024,VENTOLIN INHALER,,,,,,,,,,,,,
16/01/2024,COPARCETIN TAB,HUFANEURON,POLOFAR PLUS,,,,,,,,,,,
16/01/2024,DEXTEEM PLUS,HELTISKIN 5 GR,,,,,,,,,,,,
16/01/2024,FAKTU SUPP,LANCAR ASI,FLUTROP TAB,,,,,,,,,,,
16/01/2024,RHEMAFAR 4 MG,ZENSODERM CR 10 GR,FARSIFEN 400 MG,OCUSON TAB,,,,,,,,,,
16/01/2024,MICONAZOLE CR 10 GR,SANMOL DROP,DEPAKOTE 250 MG,PIROXICAM 20 MG,"MOLACORT 0,75 MG",ONE MED PPTEST,,,,,,,,
16/01/2024,ACYCLOVIR CR 5 GR,CEREBROFORT GOLD JERUK 100 ML,ALLETROL TTS MATA,AMLODIPINE 10 MG (HJ),BISOPROLOL 5 MG (NOVELL),,,,,,,,,
16/01/2024,OMETILSON,PI KANG SHUANG 5 GR,HUFAGRIP FORTE TAB,HEPTASAN,,,,,,,,,,
16/01/2024,FORRES 50 MG,UROTRACTIN,CEFIXIME 200 MG (NOVELDEXA),HCT,ENATIN CAPS,,,,,,,,,
16/01/2024,KASSA STERIL HUSADA,AMLODIPINE 10 MG (HJ),,,,,,,,,,,,
16/01/2024,SALBUTAMOL 4 MG,GRAFALIN 4 MG,"CARBIDU 0,75 MG",FUROSEMIDE (YRND),,,,,,,,,,
16/01/2024,"DEXA-M 0,75 MG",POLYSILANE TAB,CURVIT CL EMULTION,VOLTADEX 50 MG,,,,,,,,,,
16/01/2024,BISOPROLOL 5 MG (NOVELL),FRESH CARE HOT,POLYSILANE SY 180 ML,TROMBO ASPILET,,,,,,,,,,
16/01/2024,MICROGYNON LIBI PIL KB,VICEE,MICROLAX SUPP 5 ML,,,,,,,,,,,
16/01/2024,CAVICUR TAB,COMBANTRIN TAB 250,,,,,,,,,,,,
16/01/2024,HARNAL OCAS,,,,,,,,,,,,,
16/01/2024,TENSI OMRON HEM 7156-A,GLIQUIDONE 30 MG (DEXA MEDIKA),LACTO B,,,,,,,,,,,
16/01/2024,AMLODIPINE 10 MG (BERNO),GLIQUIDONE 30 MG (DEXA MEDIKA),ATORVASTATIN 20 MG,,,,,,,,,,,
16/01/2024,CARMED UREA 20% 40 GR,CENDO EYEFRESH TTS MATA 5 ML,NEW DIATAB,PARAMEX,,,,,,,,,,
16/01/2024,CARMED UREA 20% 40 GR,,,,,,,,,,,,,
16/01/2024,DULCOLAX ISI 10,PARAMEX,KETOROLAC 10 MG (NOVELL),ESEMAG CAIR,GLIMEPIRIDE 4 (DEXA),ACARBOSE 100 MG,TRINORDIOL PIL KB,METFORMIN 500 MG,,,,,,
16/01/2024,OPISTAN 500 MG,"MOLACORT 0,75 MG",PARACETAMOL 500 MG (GEN),SPUIT 10 CC TERUMO,POLYSILANE TAB,,,,,,,,,
16/01/2024,PROMAG,BODREX EXTRA,FRESH CARE HOT,,,,,,,,,,,
16/01/2024,EM KAPSUL,PAMOL 500 MG,AMLODIPINE 5 MG (BERNO),OMEPRAZOLE 20 MG,ALPARA TAB,CANDESARTAN 16 MG (DEXA),LICOKALK,MUCOS 30 MG TAB,ZENTRA,,,,,
16/01/2024,GASELA,DOLOLICOBION,,,,,,,,,,,,
16/01/2024,DECOLSIN,HUFAMAG PLUS TAB,TREMENZA TAB,CENDO LFX MD,CENDO LYTEERS MD,HUFRALGIN,,,,,,,,
16/01/2024,NEURODEX,METYL PRED 8 MG,ETORICOXIB TAB 90MG,,,,,,,,,,,
16/01/2024,SABUN PEPAYA RDL,CILGO,,,,,,,,,,,,
16/01/2024,ASAM FOLAT 1 MG (TRIMAN),ASPILETS,SIMVASTATIN 10 MG,METFORMIN 500 MG,LAXING ISI 10,,,,,,,,,
16/01/2024,NEOZEP,,,,,,,,,,,,,
16/01/2024,VICK VAPORUB 50 GR,,,,,,,,,,,,,
16/01/2024,MKP CAP LANG 60 ML,BETADINE 60 ML,ALKOHOL 100 ML,PARACETAMOL 500 MG MEF,RIVANOL 100 ML,MINYAK TAWON CC,MICROPORE KECIL,HANSAPLAST PLESTER ROL 1.25 CM X 5,KASSA STERIL ONEMED ISI 10,,,,,
16/01/2024,MYCORAL TAB,FOLAMIL GENIO,ASAM TRANEKSAMAT 500 MG,,,,,,,,,,,
16/01/2024,OMEPRAZOLE 20 MG NOVEL,CARGESIC 500 MG,ANTASIDA DOEN (ERELA),AMLODIPINE 10 MG (BERNO),,,,,,,,,,
16/01/2024,SABUN PEPAYA RDL,PERBAN 5 CM (PAK),BALSEM CAP LANG 40 GR,,,,,,,,,,,
16/01/2024,PERBAN 10 CM (PAK),MICROPORE SEDANG,KAPAS 100 G,CAVIPLEX TAB,,,,,,,,,,
16/01/2024,ZELONA 50 MG,DANEURON,LANCAR ASI,,,,,,,,,,,
16/01/2024,PHENYTOIN,BAMGETOL,,,,,,,,,,,,
16/01/2024,AMLODIPINE 10 MG (BERNO),LATIBET 5 MG,DEXTEEM PLUS,,,,,,,,,,,
16/01/2024,POLDANMIG,PHARMATON FORMULA,LANSOPRAZOLE 30 MG (NUFA),MIXAGRIP FLU & BATUK,,,,,,,,,,
16/01/2024,HOT IN CREAM 60 ML,FUNGIDERM CR 5 GR,LANSOPRAZOLE 30 MG (NUFA),SUCRALFAT SY (DEXA),ONDANSETRON 4 MG (NULAB),,,,,,,,,
16/01/2024,TOLAK ANGIN CAIR,KOOL FEVER ADULT,,,,,,,,,,,,
16/01/2024,GUANISTREP SY 60 ML,"MOLACORT 0,75 MG",MEFINAL 500 MG,ANTASIDA DOEN STRIP,SANMOL 500 MG,CITICOLINE 500 MG (BERNO),PAGODA SALEP,DEXTEEM PLUS,NEURALGIN,RENADINAC 50 MG,,,,
16/01/2024,ELKANA CL,"MOLACORT 0,75 MG","GRATAZONE 0,5 MG",HOT IN CREAM 60 ML,OMEPRAZOLE 20 MG,HUFRALGIN,,,,,,,,
16/01/2024,BODREX,HELIXIME SY 60 ML,MUCOS DROPS,,,,,,,,,,,
16/01/2024,LODIA TAB,MOLAGIT,CILGO,CURVIT SY 60 ML,MUCOS DROPS,,,,,,,,,
16/01/2024,SANMOL DROP,GRANTUSIF,,,,,,,,,,,,
16/01/2024,"MOLACORT 0,75 MG",FUNGIDERM CR 5 GR,PIROXICAM 20 MG,HUFAMAG PLUS TAB,PARACETAMOL 500 MG (GEN),,,,,,,,,
16/01/2024,MEDICATED OIL 20 ML,SALEP 88,PIROXICAM 20 MG,,,,,,,,,,,
16/01/2024,NEO NAPACIN,SALBUTAMOL 2 MG,FLUCADEX TAB,,,,,,,,,,,
16/01/2024,SIMVASTATIN 10 MG,SUCRALFAT SY (DEXA),RENABETIC,METFORMIN 500 MG,,,,,,,,,,
16/01/2024,SPUIT 5 CC BD,SPUIT 1 CC (BD),,,,,,,,,,,,
16/01/2024,OXYTETRACYCLIN 3% SK,,,,,,,,,,,,,
16/01/2024,EMTURNAS 500 MG,ERPHAFILLIN,LANADEXON,VOLTADEX 50 MG,,,,,,,,,,
16/01/2024,INFLASON,DOLOLICOBION,POLOFAR PLUS,ASAM MEF (HJ),PAPAVERIN (NOVA),WIROS 20 MG,,,,,,,,
16/01/2024,GASELA,"DANASONE 0,5 MG",ALPHAMOL 600 MG,VENARON HD,GPU SEREH 100 ML,,,,,,,,,
16/01/2024,"CARBIDU 0,5 MG",HUFAGESIC 500 MG,POLOFAR PLUS,OMENEURON,COPARCETIN TAB,,,,,,,,,
16/01/2024,OSKADON,CYCLOGYNON PIL KB,PIROXICAM 20 MG,SIMVASTATIN 20 MG (BERNO),"MOLACORT 0,75 MG",,,,,,,,,
16/01/2024,GASELA,MUCOHEXIN TAB,CAVIPLEX TAB,MIRATRIM,CETIRIZINE 10 MG (NOVELL),"GRATAZONE 0,5 MG",,,,,,,,
16/01/2024,BIOGASTRON TAB,ALLERIN SY 60 ML,STANZA 500 MG,DOMPERIDONE 10 MG (SAMPHARINDO),MELOXICAM 15 MG (DEXA),,,,,,,,,
16/01/2024,ASAM MEF (NOVA),ETABION,CETIRIZINE 10 MG (NOVELL),BIOGASTRON TAB,,,,,,,,,,
16/01/2024,LAMBUCID SY 100 ML,LAXING ISI 10,VITALONG C 4 TAB,,,,,,,,,,,
16/01/2024,MIXALGIN,TALERGI,ASAM TRANEKSAMAT 500 MG,CURVIT CL EMULTION,LAGESIL TAB,ANAKONIDIN SY 60 ML,THERMOMETER DIGITAL,DEGIROL ISI 10,"DEXA-M 0,75 MG",PIROXICAM 20 MG CAPS,TRIOCID SY 60 ML,,,
16/01/2024,TILUNG KAPS,DEXTEEM PLUS,GABAPENTIN 300 MG,ENKASARI HERBAL 120ML,,,,,,,,,,
16/01/2024,SANGOBION CAPS,ANAKONIDIN OBH SY 60 ML,CLOPIDOGREL 75 MG (DEXA MEDIKA),,,,,,,,,,,
16/01/2024,PARACETAMOL 500 MG MEF,DEXTEEM PLUS,PUYER NO 16 DOZ,,,,,,,,,,,
16/01/2024,HUFAMAG PLUS TAB,PRORIS 200 MG,PARAMEX,NEO RHEUMACYL (20 TABLET),OSKADON,PROMAG,BODREX,MIXAGRIP FLU,CETIRIZINE 10 MG (NOVELL),MIXAGRIP FLU & BATUK,,,,
16/01/2024,ACNOL LOTION,CONTREXIN,,,,,,,,,,,,
16/01/2024,RENADINAC 50 MG,OMEPRAZOLE 20 MG,AMLODIPINE 10 MG (BERNO),PIROXICAM 20 MG,RENABETIC,"MOLACORT 0,75 MG",GLUDEPATIC 500 MG,,,,,,,
16/01/2024,INCIDAL OD STRIP,ONE MED PPTEST,VICK VAPORUB 10 GR,SUTRA MERAH ISI 24,CURCUMA PLUS IMUNS 60 ML,,,,,,,,,
16/01/2024,BIOPLACENTON J,ASAM MEF (HJ),ANDALAN FE PIL KB,VITAQUIN CR 15 GR,METYL PRED 4 MG (DEXA),RANITIDIN 150 MG,OMEPRAZOLE 20 MG,DIVOLTAR 50 MG,DEXTEEM PLUS,,,,,
16/01/2024,SERETIDE 25125 INHALER,,,,,,,,,,,,,
16/01/2024,OMEGTAMIN,IBUPROFEN 400 MG,DOLOLICOBION,BRONCHIFAR TAB,,,,,,,,,,
16/01/2024,GENTAMICIN CR 5 GR (KF),HEROCYN BABY 100 GR,METFORMIN 500 MG,VIT B1 IPI,KETOCONAZOLE 200 MG HJ,,,,,,,,,
16/01/2024,GRAFADON SY 60 ML,HUFABETAMIN SY 60 ML,ZENSODERM CR 10 GR,BIOPLACENTON J,ANASTAN 500 MG,"SCANDEXON 0,5 MG",,,,,,,,
16/01/2024,LANSOPRAZOLE 30 MG (NULAB),GABAPENTIN 300 MG,AMLODIPINE 10 MG (HJ),MIXALGIN,WIROS 20 MG,INFLASON,,,,,,,,
16/01/2024,PHENYTOIN,LANSOPRAZOLE 30 MG (NUFA),EPERISON 50 MG (MEDIXON),CANDESARTAN 16 MG (DEXA),,,,,,,,,,
16/01/2024,MECOBALAMIN 500 MG NOVEL,ALLUPURINOL 100 MG,NATRIUM DIKLOFENAK 50 MG (NVL),SAKATONIK ABC STRAWBERY,ETAFEN 400 MG,SALBUTAMOL 4 MG,,,,,,,,
16/01/2024,SUCRALFAT SY (DEXA),PARACETAMOL 500 MG MEF,ZENIREX SY 60 ML,BALSEM CAP LANG 40 GR,FAXIDENE 10 MG,"GRATAZONE 0,5 MG",MKP CAP LANG 30 ML,AMLODIPINE 10 MG (HJ),KADITIC 50 MG,SANGOBION CAPS,,,,
16/01/2024,SCANDERMA PLUS 10 GR,ALPARA TAB,HUFARIZINE TAB,APIALYS SY 100 ML,CURVIT SY 60 ML,CAVIT D3,,,,,,,,
16/01/2024,ESEMAG CAIR,GENTAMICIN CR 5 GR (KF),ELOX CR 5 GR,,,,,,,,,,,
16/01/2024,REGROU HAIR RESTOLER,REDOXON EFF 15 TAB,,,,,,,,,,,,
16/01/2024,BALSEM CAP LANG 40 GR,HEROCYN POWDER 85 GR,,,,,,,,,,,,
16/01/2024,KALPANAK SALEP,MYCORAL CR 5 GR,"GLUCOVANCE 500 MG/2,5 MG",FOLAMIL GENIO,CUSTODIOL,"MELOXICAM 7,5 MG (DEXA)",CURCUMA PLUS SHARPY ORANGE 60 ML,PIROXICAM 20 MG,PIROXICAM 20 MG (KF),,,,,
16/01/2024,COMBANTRIN TAB 250,COMBANTRIN CAIR,,,,,,,,,,,,
16/01/2024,DOBRIZOL 30 MG,SUCRALFAT SY (DEXA),REDOXON EFF 10 TAB,BATUGIN 300 ML,METYL PRED 4 MG (DEXA),MELOXICAM 15 MG (DEXA),SANMOL SY 60 ML,PROMAG,,,,,,
16/01/2024,ASAM MEF (HJ),METYL PRED 4 MG (DEXA),RENADINAC 50 MG,ETORICOXIB TAB 60MG,,,,,,,,,,
16/01/2024,COUNTERPAIN 30 GR,KADITIC 50 MG,IMBOOST FORCE TAB,OMEGTAMIN,,,,,,,,,,
16/01/2024,AMLODIPINE 5 MG (BERNO),PIROXICAM 20 MG,"NUFADEX M 0,75 MG",,,,,,,,,,,
16/01/2024,DETTOL CAIR 45 ML,NGT SILICONE ALL SIZE (WELL LEAD),,,,,,,,,,,,
16/01/2024,COOLING 5 ORIGINAL,ELKANA SY 60 ML,,,,,,,,,,,,
16/01/2024,PAMOL 500 MG,HUFAVIT KALK SY 60 ML,LANSOPRAZOLE 30 MG (NULAB),SCOPMA TAB,,,,,,,,,,
16/01/2024,BISOLVON EXTRA SY 60 ML,,,,,,,,,,,,,
16/01/2024,METYL PRED 4 MG (DEXA),MELOXICAM 15 MG (DEXA),PREGABALIN 75 MG (DEXA),,,,,,,,,,,
16/01/2024,TENSI OMRON HEM 7156-A,CENDO MYCETINE EYE OINTMENT,,,,,,,,,,,,
16/01/2024,ROHTO COOL TTS MATA,ZENSODERM CR 10 GR,,,,,,,,,,,,
16/01/2024,KADITIC 50 MG,PROMAG,TRIANTA TAB,JF SULFUR DERMAMED 90 GR,GELIGA BALSEM 40 GR,BODREX EXTRA,,,,,,,,
16/01/2024,CARSIDA TAB,RHINOS SR,,,,,,,,,,,,
16/01/2024,IMBOOST TAB,WOODS EXP 60 ML,COMTUSI FORTE TAB,TREMENZA TAB,RHEMAFAR 8 MG,DEGIROL ISI 10,,,,,,,,
16/01/2024,FARSIFEN 400 MG,COOLING 5 PLUS (ORANGE),SANGOBION CAPS,TOLAK ANGIN CAIR,,,,,,,,,,
16/01/2024,PAGODA PERMEN 20GR,NATRIUM DIKLOFENAK 50 MG (NVL),"MOLACORT 0,75 MG",LACTO B,METYL PRED 4 MG (DEXA),CURCUMA PLUS GROW JERUK 200 ML,HISTAPAN,DEGIROL ISI 10,ENBATIC CR 10 GR,,,,,
16/01/2024,HEPTASAN,OMEGTAMIN,"HYDROCORTISON 2,5% SK",,,,,,,,,,,
17/01/2024,TENSI OMRON HEM 8712,RHEMAFAR 8 MG,,,,,,,,,,,,
17/01/2024,GLUCOSAMINE MPL,OMEPRAZOLE 20 MG NOVEL,SYNALTEN 5 GR,SEREMIG,VOLTADEX 50 MG,POLDANMIG,GASTRUCID TAB,SIMVASTATIN 20 MG (BERNO),STANZA 500 MG,,,,,
17/01/2024,VOLTADEX 50 MG,SIMVASTATIN 10 MG,KOOL FEVER BLUE,,,,,,,,,,,
17/01/2024,PYREXIN 160 MG SUPP,PYRAZINAMIDE 500 MG,CAVIPLEX TAB,INADOXIN FORTE,RIFABIOTIC 600 MG,COREDRYL SY,,,,,,,,
17/01/2024,"MOLACORT 0,75 MG",FAXIDENE 20 MG,HUFANEURON,,,,,,,,,,,
17/01/2024,ZENTRA,ENKASARI HERBAL 120ML,PREDNISON POT (ZENITH),FLASICOX 15 MG,FLOXIGRA 500 MG,NICHOMYCIN 500 MG,SEREMIG,PROPEPSA SY 100 ML,CYCLOFEM,,,,,
17/01/2024,LISINOPRIL 10MG,,,,,,,,,,,,,
17/01/2024,PIROXICAM 10 MG (TRIFA),SOLDEXTAM,AMLODIPINE 5 MG (BERNO),METYL PRED 4 MG (DEXA),,,,,,,,,,
17/01/2024,OMEPRAZOLE 20 MG,MEDICREPE 7.5CM X 4 M,,,,,,,,,,,,
17/01/2024,CURCUMA 12 TAB,AMLODIPINE 10 MG (HJ),,,,,,,,,,,,
17/01/2024,ETHAMBUTOL 500MG (BERNO),,,,,,,,,,,,,
17/01/2024,LANSOPRAZOLE 30 MG (NULAB),,,,,,,,,,,,,
17/01/2024,VOLTADEX 50 MG,ALPHAMOL 600 MG,KOMIX HERBAL BOX,MEDICATED OIL 20 ML,PIROXICAM 20 MG,"MOLACORT 0,75 MG",,,,,,,,
17/01/2024,VIT C 1000 SIDOMUNCUL (BOX),HUFAGRIP BP SY 60 ML,,,,,,,,,,,,
17/01/2024,NEEDLE 23 BD,BUFACORT N CR,TRICLOFEM,SPUIT 3 CC BD,,,,,,,,,,
17/01/2024,PROMAG,PARACETAMOL 500 MG MEF,SANGOBION CAPS,BODREX,"GRATAZONE 0,5 MG",MIXALGIN,GELIGA BALSEM 40 GR,VOLTADEX 50 MG,OMERIC 100 MG,,,,,
17/01/2024,SUCRALFAT SY (DEXA),POLYSILANE TAB,BIGEN,,,,,,,,,,,
17/01/2024,PROPOLIS (MELIA),,,,,,,,,,,,,
17/01/2024,AMBROXOL 15 MG SYR (ERELA),COPARCETIN TAB,,,,,,,,,,,,
17/01/2024,UNDERPAD,,,,,,,,,,,,,
17/01/2024,BUFANTACID SY 60 ML,OMENEURON,GASTRUCID SY 60 ML,GLIQUIDONE 30 MG (DEXA MEDIKA),,,,,,,,,,
17/01/2024,MILAGROS,NEO RHEUMACYL (10 TABLET),KASSA STERIL ONEMED ISI 10,KASSA STERIL INDOLAB,,,,,,,,,,
17/01/2024,PERMETHRIN CR 15 GR,PERMETHRIN CR 30 GR,,,,,,,,,,,,
17/01/2024,NASPRO,OPISTAN 500 MG,,,,,,,,,,,,
17/01/2024,BETADINE 5 ML,HANSAPLAST PLESTER ROL 1.25 CM X 1,,,,,,,,,,,,
17/01/2024,ZENIREX SY 60 ML,PIMTRAKOL CHERRY SY 60 ML,PARACETAMOL 500 MG MEF,,,,,,,,,,,
17/01/2024,FENAREN TAB,METYL PRED 4 MG (NULAB),OPISTAN 500 MG,GRAZEO 20 MG,,,,,,,,,,
17/01/2024,OBH COMBI ANAK JERUK 60 ML,BETADINE 15 ML,FUROSEMIDE (YRND),ASAM TRANEKSAMAT 500 MG,FARSIFEN 400 MG,KETOROLAC TAB NULAB,PREDNISON 5 MG (GEN),RENADINAC 50 MG,ITRABAT SY 60 ML,ENERVON C 30 TAB,,,,
17/01/2024,RHINOS SR,FRESH CARE HOT,TRINORDIOL PIL KB,,,,,,,,,,,
17/01/2024,DERMIFAR CR 5 GR,,,,,,,,,,,,,
17/01/2024,CAVIPLEX TAB,OMEPRAZOLE 20 MG,YUSIMOX F SY 250 MG,,,,,,,,,,,
17/01/2024,OTOPAIN TTS TELINGA,ERLAMICETIN TTS TELINGA,GLIMEPIRIDE 2 (DEXA),METFORMIN 500 MG,,,,,,,,,,
17/01/2024,TRINORDIOL PIL KB,,,,,,,,,,,,,
17/01/2024,CATAFLAM 50 MG,PAPAVERIN (NOVA),FG. TROCHES,,,,,,,,,,,
17/01/2024,KASSA STERIL ONEMED ISI 10,BETADINE 5 ML,FATIGON SPIRIT,GUNTING (KECIL),TOLAK ANGIN CAIR,HANSAPLAST PLESTER ROL 1.25 CM X 5,,,,,,,,
17/01/2024,LELAP,NATRIUM DIKLOFENAK 50 MG (NVL),,,,,,,,,,,,
17/01/2024,POLIDENT 60 GR,SANMOL DROP,KOTAK P3K SET KECIL,TERMOREX PLUS 60 ML,,,,,,,,,,
17/01/2024,BORAGINOL N OINT 15 GR,,,,,,,,,,,,,
17/01/2024,OMETILSON,INTUNAL F ISI 4,DANEURON,TIFESTAN FORTE 500 MG,,,,,,,,,,
17/01/2024,CURCUMA 12 TAB,"SCANDEXON 0,5 MG",FLUCADEX TAB,"NUFADEX M 0,75 MG",WIROS 20 MG,POLYSILANE SY 100 ML,,,,,,,,
17/01/2024,PROXONA,FLUCADEX TAB,FASIDOL 500 MG,MYCORAL TAB,,,,,,,,,,
17/01/2024,OMEPRAZOLE 20 MG,HUFAMYCETINE 250 MG CAPS,,,,,,,,,,,,
17/01/2024,ANASTAN 500 MG,GASELA,"CARBIDU 0,75 MG",,,,,,,,,,,
17/01/2024,OMEGDIAR TAB,,,,,,,,,,,,,
17/01/2024,DOLOLICOBION,KALPANAK SALEP,LODECON FORTE TAB,PROSTANAC 50 MG,,,,,,,,,,
17/01/2024,CANDESARTAN 8 MG (DEXA),,,,,,,,,,,,,
17/01/2024,NATRIUM DIKLOFENAK 50 MG (NVL),AMLODIPINE 10 MG (HJ),"CARBIDU 0,75 MG",CELECOXIB 200 MG,BIOMEGA,,,,,,,,,
17/01/2024,RHINOS SR,,,,,,,,,,,,,
17/01/2024,PEDIALYTE ORI 500 ML,,,,,,,,,,,,,
17/01/2024,SULEM (SUSUT LEMAK),CUKA APEL TAHESTA,,,,,,,,,,,,
17/01/2024,DIVOLTAR 50 MG,VIT B COMPLEX (KF),KASSA STERIL INDOLAB,TEOSAL,,,,,,,,,,
17/01/2024,ANACETINE SY 60 ML,ANDALAN PIL KB,NEURALGIN,HELTISKIN 5 GR,TILUNG SYRUP,ETHAMBUTOL 500MG (BERNO),,,,,,,,
17/01/2024,BAMGETOL,,,,,,,,,,,,,
17/01/2024,VOLTADEX 50 MG,NICHOFLAM TAB,"GRATAZONE 0,5 MG",MYLANTA TAB,TERA F,METYL PRED 8 MG,,,,,,,,
17/01/2024,"MOLACORT 0,75 MG",RENADINAC 50 MG,SABUN ASEPSO REGULER,,,,,,,,,,,
17/01/2024,FG. TROCHES,HYPAFIX 5 CM X 1 M,BETADINE SALEP 10 GR,,,,,,,,,,,
17/01/2024,MIXALGIN,,,,,,,,,,,,,
